crd,firm_name,aum_billions,classification,validated_date,status
122866,"MPS-LORIA FINANCIAL PLANNERS,LLC",0.83,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
125882,STRATEGIC WEALTH MANAGEMENT GROUP,0.83,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
138175,"MALTESE CAPITAL MANAGEMENT, LLC",0.83,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
142380,"EDGE WEALTH MANAGEMENT, LLC",0.83,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
310277,"CHILDRESS CAPITAL ADVISORS, LLC",0.83,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
323461,"CHANNEL WEALTH, LLC",0.83,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
327434,"FOGUTH WEALTH MANAGEMENT, LLC.",0.83,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108067,MCLEAN ASSET MANAGEMENT CORP.,0.82,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108341,"A. N. CULBERTSON & COMPANY, INC.",0.82,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
112326,"SOUTH STREET ADVISORS, LLC",0.82,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
116891,"LEONARD RICKEY INVESTMENT ADVISORS, P.L.L.C.",0.82,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
137283,"PYA WALTMAN CAPITAL, LLC",0.82,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
150460,THREE BRIDGE WEALTH ADVISORS,0.82,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
172688,"L2 ASSET MANAGEMENT, LLC",0.82,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
287487,BRICKLEY WEALTH MANAGEMENT,0.82,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
296271,MCGUIRE WEALTH MANAGEMENT,0.82,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
113844,STRATEGIC PLANNING GROUP,0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
115489,"BCS WEALTH MANAGEMENT, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
123546,"PROSPECTOR PARTNERS, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
129776,"NELSON CAPITAL MANAGEMENT, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
141201,"HENRICKSON NAUTA WEALTH ADVISORS, INC.",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
150138,"CMH WEALTH MANAGEMENT, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
154839,ELWOOD & GOETZ,0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
155270,"THE ADVOCATE GROUP, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
155629,"JT STRATFORD, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
165067,"BROAD RUN INVESTMENT MANAGEMENT, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
167151,CONCENTRUM WEALTH MANAGEMENT,0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
168495,"FLAHARTY ASSET MANAGEMENT, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
171102,"THE MAGNOLIA GROUP, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
174119,LEAR INVESTMENT MANAGEMENT,0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
283605,"SUNBURST FINANCIAL GROUP, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
286007,ROUND ROCK ADVISORS LLC,0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
290110,"THE ADVISORY RESOURCE GROUP, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
312788,"AFFINITY ASSET ADVISORS, LLC",0.81,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106696,ROOF EIDAM MAYCOCK PERALTA LLC,0.8,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
107502,THE CYPRESS FUNDS LLC,0.8,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
107562,FAGAN ASSOCIATES INC,0.8,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
117040,"FREEGULLIVER, LLC",0.8,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
124513,OPALEYE MANAGEMENT INC.,0.8,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
154311,"MCNAMARA FINANCIAL SERVICES, INC.",0.8,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
165237,"TEAMWORK FINANCIAL ADVISORS, LLC",0.8,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
173563,BENTOAK CAPITAL,0.8,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
173822,"COYLE CAPITAL, LLC",0.8,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
18266,CULLEN INVESTMENT GROUP,0.8,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
286388,"PARISI GRAY WEALTH MANAGEMENT, LLC",0.8,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
104701,PJS INVESTMENT MANAGEMENT,0.79,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
135470,PHOCAS FINANCIAL CORPORATION,0.79,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
135496,SUMMIT CREEK ADVISORS,0.79,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
164957,"WEALTHSTAR ADVISORS, LLC",0.79,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
168057,"INSIGHT ADVISORS, LLC",0.79,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
309790,"WEALTH MANAGEMENT PARTNERS, LLC",0.79,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
310839,JOHNSON BIXBY,0.79,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
111257,NORTH POINT PORTFOLIO MANAGERS CORPORATION,0.78,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
132058,"CRANBROOK WEALTH MANAGEMENT, LLC",0.78,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
132737,LIPE & DALTON INVESTMENT COUNSEL,0.78,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
158338,MRAZ AND ASSOCIATES,0.78,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
282399,MOERUS CAPITAL MANAGEMENT LLC,0.78,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
311142,"THE MILLSTONE EVANS GROUP, LLC",0.78,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
110216,MERIDIAN INVESTMENT ADVISORS,0.77,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
114465,"FRANKLIN, PARLAPIANO, TURNER & WELCH LLC",0.77,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
117410,CARSON ADVISORY GROUP,0.77,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
133941,SHAH CAPITAL MANAGEMENT,0.77,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
152339,"ASSET ALLOCATION STRATEGIES, LLC",0.77,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
152689,"FLYNN ZITO CAPITAL MANAGEMENT, LLC",0.77,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
157095,MILL ROAD CAPITAL,0.77,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
167801,WATERFRONT CAPITAL PARTNERS LLC,0.77,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
175299,"INTEGRATED INVESTMENT CONSULTANTS, LLC",0.77,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
288256,COMPASS ADVISORS,0.77,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
296985,CENTURA WEALTH ADVISORY,0.77,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
110493,MOLLER WEALTH PARTNERS,0.76,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
149522,"HI-LINE CAPITAL MANAGEMENT, LLC",0.76,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
158448,"FRESHFORD CAPITAL MANAGEMENT, LLC",0.76,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
288705,WELLFULL,0.76,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
305135,CFM WEALTH PARTNERS LLC,0.76,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
315106,STRONG TOWER ADVISORY SERVICES,0.76,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108228,OLD PORT ADVISORS,0.75,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
132136,CURRAN WEALTH MANAGEMENT,0.75,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
147910,"EAST COAST ASSET MANAGEMENT, LLC",0.75,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
152695,"BALLAST, INC.",0.75,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
110209,BAYSHORE CAPITAL,0.74,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
147351,"ARQ WEALTH ADVISORS, LLC",0.74,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
149683,ADAMS ASHBY FINANCIAL ADVISORS,0.74,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
165823,"AM INVESTMENT STRATEGIES, LLC",0.74,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
168912,"GRADIENT CAPITAL ADVISORS, LLC",0.74,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
293514,"BRIDGEWEALTH ADVISORY GROUP, LLC",0.74,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
299965,"OPTAS, LLC",0.74,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
105818,TORRAY INVESTMENT PARTNERS LLC,0.73,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108620,DROMS STRAUSS WEALTH MANAGEMENT,0.73,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108964,"KAYDAN WEALTH MANAGEMENT, INC.",0.73,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
111268,"TILLER PRIVATE WEALTH, INC.",0.73,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
119919,"NAVALIGN, LLC",0.73,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
131212,"PIER CAPITAL, LLC",0.73,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
145026,"SAWYER FALDUTO ASSET MANAGEMENT, LLC",0.73,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
160109,WALKNER CONDON FINANCIAL ADVISORS LLC,0.73,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
104771,RBF WEALTH ADVISORS,0.72,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108994,CHESAPEAKE ASSET MANAGEMENT LLC,0.72,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
126983,"NET WORTH ADVISORY GROUP, LLC",0.72,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
131183,"SKYLANDS CAPITAL, LLC",0.72,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
154503,"INDIE ASSET PARTNERS, LLC",0.72,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
281732,"COMPTON WEALTH ADVISORY GROUP, LLC",0.72,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
291033,EQ WEALTH MANAGEMENT,0.72,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
296798,NEW WORLD ADVISORS LLC,0.72,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106366,FIRESTONE CAPITAL MANAGEMENT INC,0.71,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
107727,KELMAN LAZAROV INC,0.71,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
111822,FLC CAPITAL ADVISORS,0.71,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
122212,"MARKET STREET WEALTH MANAGEMENT ADVISORS, LLC",0.71,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
152069,"TOWERCREST CAPITAL MANAGEMENT, LLC",0.71,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
157515,"DUDLEY & SHANLEY, INC.",0.71,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
297866,VALTINSON BRUNER FINANCIAL PLANNING,0.71,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
306483,NBC CAPITAL ADVISORS,0.71,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
110669,VALICENTI ADVISORY SERVICES INC,0.7,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
111768,"BLUME CAPITAL MANAGEMENT, INC.",0.7,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
116593,"WINDSOR CAPITAL MANAGEMENT, LLC",0.7,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
131200,"APIS CAPITAL ADVISORS, LLC",0.7,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
157266,"HARBOUR CAPITAL ADVISORS, LLC",0.7,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
305492,IAM ADVISORY LLC,0.7,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
305552,"JEPPSON WEALTH MANAGEMENT, LLC",0.7,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
104867,ARCADIA INVESTMENT MANAGEMENT CORP,0.69,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
105729,CARLSON INVESTMENTS,0.69,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
137605,"MASTERS CAPITAL MANAGEMENT, L.L.C.",0.69,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
137980,PRAESIDIUM INVESTMENT MANAGEMENT,0.69,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
149092,FOX RUN MANAGEMENT LLC,0.69,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
155613,"BLUE EDGE CAPITAL, LLC",0.69,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
157676,VALUE HOLDINGS MANAGEMENT CO. LLC,0.69,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
167390,"KEENAN CAPITAL, LLC",0.69,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
173008,RV CAPITAL,0.69,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
285154,"UNION CAPITAL ASSOCIATES, L.P.",0.69,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
337465,"KTF INVESTMENTS, LLC",0.69,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
104570,"CARDEROCK CAPITAL MANAGEMENT, INC.",0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
105278,PROFFITT & GOODSON INC.,0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
109686,SAXON WOODS ADVISORS LLC,0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
111324,VANTAGE WEALTH,0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
121088,"NORTHERN FINANCIAL ADVISORS, INC",0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
144364,"J.P. MARVEL WEALTH MANAGEMENT, INC.",0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
147775,"BRASADA CAPITAL MANAGEMENT, LP",0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
159895,NET RETURN ASSET MANAGEMENT LLC,0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
163137,JB CAPITAL PARTNERS,0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
169470,"CAPITAL PLANNING, LLC",0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
310258,"LEVERTY FINANCIAL GROUP, LLC",0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
311767,FRACTAL INVESTMENTS LLC,0.68,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
105550,PIN OAK INVESTMENT ADVISORS INC,0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106261,"SMITHBRIDGE ASSET MANAGEMENT, INC.",0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106980,GRANT STREET ASSET MANAGEMENT INC,0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
107212,ASPYRE WEALTH PARTNERS,0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
107565,"NEWMAN DIGNAN & SHEERAR, INC",0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108664,STERLING FINANCIAL PLANNING INC,0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
123971,"ELEVATION WEALTH PARTNERS, LLC",0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
124018,JVL WEALTH STRATEGIES,0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
127927,"HOPWOOD FINANCIAL SERVICES, INC.",0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
132022,IRC WEALTH,0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
139410,"STONE HOUSE INVESTMENT MANAGEMENT, LLC",0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
142265,"WEST FINANCIAL ADVISORS, L.L.C.",0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
168859,PERENNIAL,0.67,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
110836,EXCALIBUR MANAGEMENT CORP,0.66,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
158708,"DILIGENT INVESTORS, LLC",0.66,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
299166,"HARRELL INVESTMENT PARTNERS, LLC",0.66,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
299704,"OPES WEALTH MANAGEMENT, LLC",0.66,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
311391,GREENUP STREET WEALTH MANAGEMENT LLC,0.66,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
130482,WILSEY ASSET MANAGEMENT INCORPORATED,0.65,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
157888,"SOLSTEIN CAPITAL, LLC",0.65,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
159294,PACIFIC CAPITAL,0.65,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
169704,"CADENT CAPITAL ADVISORS, LLC",0.65,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
290262,LORNE STEINBERG WEALTH MANAGEMENT INC.,0.65,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
296475,WEALTHCARE INVESTMENT PARTNERS LLC,0.65,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
323814,EAGLE WEALTH STRATEGIES,0.65,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
323928,BKM WEALTH MANAGEMENT,0.65,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
333032,"LEGACY WEALTH PARTNERS, LLC",0.65,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
109114,"SK WEALTH MANAGEMENT, LLC",0.64,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
109973,MURPHY POHLAD ASSET MANAGEMENT LLC,0.64,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
114011,COLORADO CAPITAL MANAGEMENT,0.64,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
118412,PHOENIX WEALTH ADVISORS INC.,0.64,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
146220,"TIMBER CREEK CAPITAL MANAGEMENT, LLC",0.64,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
147384,SCHWARZ DYGOS WHEELER INVESTMENT ADVISORS LLC,0.64,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
152103,"HOEY INVESTMENTS, INC.",0.64,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
167481,"HUNTING HILL GLOBAL CAPITAL, LLC",0.64,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
283014,"HILLTOP WEALTH ADVISORS, LLC",0.64,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
285785,SFG WEALTH MANAGEMENT,0.64,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
328478,MCCARTHY & COX RETIREMENT & ESTATE SPECIALISTS LLC,0.64,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106950,CORNERSTONE WEALTH MANAGEMENT,0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
107643,"BOSTON RESEARCH AND MANAGEMENT, INC.",0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
109518,"ASCENSION CAPITAL ADVISORS, INC.",0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
109767,"CONTRAVISORY INVESTMENT MANAGEMENT, INC.",0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
121529,"ALTRIUS CAPITAL MANAGEMENT, INC.",0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
13035,SEARLE & CO.,0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
165390,"YORKVILLE ADVISORS GLOBAL, LP",0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
168610,"WORTH VENTURE PARTNERS, LLC",0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
282595,"SWEENEY & MICHEL, LLC",0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
316230,BOONE CAPITAL MANAGEMENT LLC,0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
322605,KENNEDY INVESTMENT GROUP,0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
327022,KICKSTAND WEALTH ADVISORS,0.63,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
105541,PVG ASSET MANAGEMENT CORP,0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106530,HOLDERNESS INVESTMENTS CO,0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
107833,BLUE OCEAN CAPITAL,0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
140377,RIVERVIEW CAPITAL ADVISERS LLC,0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
143550,"BROADVIEW FINANCIAL MANAGEMENT, LLC",0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
144811,"INDEPENDENT FAMILY OFFICE, LLC",0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
145627,"NOKOMIS CAPITAL, L.L.C.",0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
147306,NBW CAPITAL LLC,0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
153528,12TH STREET ASSET MANAGEMENT,0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
156409,BAROMETER CAPITAL MANAGEMENT,0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
157523,HAPANOWICZ FINANCIAL,0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
165465,"OAK GROVE CAPITAL, LLC",0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
167237,X-SQUARE CAPITAL,0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
168255,"THE PATTEN GROUP, INC.",0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
283682,BOND & DEVICK WEALTH PARTNERS,0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
311687,SAXON FINANCIAL GROUP,0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
311984,"RIDGECREST WEALTH PARTNERS, LLC",0.62,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108678,"HIGH FALLS ADVISORS, INC.",0.61,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
108681,SEABRIDGE INVESTMENT ADVISORS LLC,0.61,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
115738,"PEREGRINE ASSET ADVISERS, INC.",0.61,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
160689,"MANATUCK HILL PARTNERS, LLC",0.61,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
169611,"ARBOR TRUST WEALTH ADVISORS, LLC",0.61,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
287916,"STORDAHL CAPITAL MANAGEMENT, INC.",0.61,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
289489,AUCTUS ADVISORS LLC,0.61,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
299598,"GREAT DIAMOND PARTNERS, LLC",0.61,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
300243,BEACON HARBOR WEALTH ADVISORS,0.61,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
106865,"WHITENER CAPITAL MANAGEMENT, INC",0.6,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
110342,"AR ASSET MANAGEMENT, INC.",0.6,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
115645,"MAROTTA WEALTH MANAGEMENT, INC.",0.6,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
125183,LUNT CAPITAL MANAGEMENT INC.,0.6,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
127381,"PRESTIGE WEALTH MANAGEMENT GROUP, LLC",0.6,INDIVIDUAL_ONLY_SMALL,2026-04-08,confirmed_independent
