filer_cik,filer_name,filing_count,targets,latest_filing,earliest_filing,last_form_type,auto_classification,manual_classification,existing_entity_id,action,notes
1825861,Horton Family Limited Partnership,3,1,2024-02-14,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1824714,Gemini Israel V Limited Partnership,3,1,2024-02-13,2022-02-07,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1361865,Nippon Shinyaku Co Ltd,3,1,2024-09-24,2023-10-17,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1629794,"New Enterprise Associates 15, L.P.",3,3,2024-10-08,2022-05-05,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1851189,Krystynak John,3,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1829514,Paxton Patsy A,3,1,2024-02-13,2022-02-09,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1338065,"DCP Midstream, LP",3,1,2023-06-15,2022-08-26,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1215547,ADLERSBERG SHABTAI,3,1,2024-02-05,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1562452,"Headlands Capital Management, LLC",3,1,2024-07-02,2024-03-22,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1631090,Timken Foundation of Canton,3,1,2024-02-08,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as endowment_foundation","auto-classified, single-filing filer, low priority"
14272,BRISTOL MYERS SQUIBB CO,3,1,2024-11-13,2023-12-04,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1817245,Sampson Glenn A.,3,1,2024-11-12,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
2004124,Coronis Investments Inc.,3,1,2024-09-30,2023-12-26,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1168475,SAFENOWITZ HOWARD B,3,1,2024-02-12,2022-02-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1099910,Noam Nakash - IMA Value LLP,3,1,2024-11-15,2024-01-22,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1794882,Zhang Bing,3,1,2024-09-10,2022-07-12,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1472698,KKR Group Partnership L.P.,3,2,2023-02-13,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1586647,Shmunis Vladimir,3,1,2024-02-06,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1618333,"MAGNOLIA CAPITAL FUND, LP",3,2,2024-10-01,2022-03-21,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1919179,Chishti Muhammad Ziaullah,3,1,2024-02-13,2022-03-24,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1643749,"BIOS Memory SPV I, LP",3,1,2023-11-13,2022-02-01,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1870062,Zeskind Benjamin J.,3,1,2024-01-16,2022-02-10,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1033311,WEAVER DELORES B,3,1,2024-02-13,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1863328,Tangney Jeffrey,3,1,2024-02-14,2022-02-15,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1767837,"Richmond Mutual Bancorporation, Inc.",3,1,2024-02-07,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1144359,"TULLIS DICKERSON CAPITAL FOCUS III, L.P.",3,1,2024-02-13,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1870974,Ghamsari Nima,3,1,2024-02-13,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1844421,Tun Kung Co Ltd,3,1,2024-02-09,2022-01-28,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1964767,Pan Lianya,3,1,2024-08-01,2024-02-08,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1616224,"Slipstream Funding, LLC",3,1,2023-05-01,2022-12-16,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1697827,Lai Meisong,3,1,2024-01-31,2022-02-07,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1620052,Conine Steven,3,1,2024-02-13,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1604856,"INDEX VENTURES VII (JERSEY), L.P.",3,1,2024-02-14,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
877197,MITSUBISHI CORP,3,1,2023-12-21,2022-05-09,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1419457,Accel X LP,3,1,2024-02-12,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1846343,"BCEC-GFL Borrower GP (Cayman), Ltd",3,1,2024-11-08,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1093199,GODIN SERGE,3,1,2024-01-12,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
2014854,Stoney Lonesome HF LP,3,1,2024-10-15,2024-03-18,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1079848,FISHER ROBERT J,3,1,2023-09-20,2022-04-08,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1814116,"HSAC 2 Holdings, LLC",3,1,2024-08-07,2022-10-12,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1781871,Casey Hoyt,2,1,2024-02-15,2022-02-17,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1852349,"Cox Investment Holdings, Inc.",2,1,2023-11-20,2023-09-27,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1021771,Steven D. Heinemann,2,1,2024-01-29,2023-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1935207,Pardo Avital,2,1,2023-09-15,2022-12-07,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1362468,Allegiant Travel CO,2,1,2023-02-16,2022-02-17,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1391935,Cummins Wes,2,1,2024-11-29,2022-04-21,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1513700,Premji Azim H.,2,1,2024-02-06,2022-02-03,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1747009,Equitrans Midstream Corp,2,1,2022-04-28,2022-02-04,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1829122,CapitalG 2013 LP,2,1,2024-11-14,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2009551,Logan Robert Bahr,2,1,2024-05-30,2024-01-31,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1947993,Milnes Ryan,2,1,2024-11-22,2022-09-26,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1739928,Summers Value Fund LP,2,2,2022-09-28,2022-07-25,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1735326,"Gullane Mining Partners, LLC",2,1,2023-11-28,2023-01-04,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1326143,SMITHS GROUP PLC,2,1,2024-07-18,2024-03-01,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1034247,JONAS HOWARD S,2,2,2024-09-30,2024-09-30,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1849417,Shchegolev Oleg,2,1,2024-02-14,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1953130,Tsantanis Stamatios,2,1,2023-12-28,2023-03-31,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1691421,"Lemonade, Inc.",2,1,2022-02-15,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1414125,Tull Thomas,2,1,2022-10-07,2022-05-27,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1648407,SCHLECHT STEPHEN L.,2,1,2023-02-13,2022-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1569725,"David Capital Partners, LLC",2,1,2023-01-12,2022-01-12,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1494259,"CarGurus, Inc.",2,1,2024-02-13,2023-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1840229,"MiNK Therapeutics, Inc.",2,1,2023-05-26,2023-05-03,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1789173,Bollinger William Guest,2,1,2024-11-14,2024-02-13,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1781905,Michael Moore,2,1,2024-02-15,2023-05-18,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
898860,Frost Phillip Md et Al,2,1,2023-02-21,2022-08-19,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1965002,Seros Alexandra,2,1,2023-06-13,2023-02-13,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1032235,TREFLER ALAN,2,1,2024-11-12,2024-02-12,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
942473,KAUFMAN IVAN,2,1,2023-02-10,2022-02-11,SC 13G,INSTITUTION,INDIVIDUAL,,,
1369085,NEW PACIFIC METALS CORP,2,1,2024-03-27,2022-02-07,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1631574,Wave Life Sciences Ltd.,2,1,2024-02-06,2023-01-30,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1901017,LDB 2014 LLC,2,1,2022-03-03,2022-01-11,SC 13D,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
902614,Wilen Investment Management Corp.,2,1,2023-02-08,2022-02-01,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1884072,Adamas One Corp.,2,1,2023-02-13,2022-12-21,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1895144,"Golden Star Acquisition Corp  (GODN, GODNR, GODNU)",2,1,2024-11-14,2024-02-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1569994,"Waterstone Financial, Inc.",2,1,2023-02-07,2022-02-07,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
918939,MacAndrews & Forbes Inc.,2,1,2024-03-22,2022-06-01,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1172661,Michael Craig-S,2,1,2024-11-14,2024-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1447669,Twilio Inc,2,1,2023-02-10,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1234190,DRYSDALE ROBERT H,2,1,2024-02-23,2023-02-08,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1844401,"5AM Opportunities II, L.P.",2,1,2024-11-14,2023-02-27,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1444866,ABRAHAMSON PETER JOHN,2,1,2024-02-02,2023-08-25,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1539409,"BISON CAPITAL PARTNERS IV, L.P.",2,1,2023-02-07,2022-02-11,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1804200,ATCG Holdings Ltd,2,1,2023-01-30,2022-01-18,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1598646,"Minerva Neurosciences, Inc.",2,1,2024-01-18,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1902817,Himalayan International Institute of Yoga Science & Philosophy of the USA,2,1,2023-01-19,2022-01-19,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1960191,Wilson-Garling 2020 Family Trust,2,1,2023-06-26,2023-02-09,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1981092,"Shanghai Science & Technology Venture Capital (Group) Co., Ltd.",2,1,2023-07-18,2023-06-13,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as venture_capital","auto-classified, single-filing filer, low priority"
917704,MARCUS STEPHEN H,2,1,2024-02-14,2023-02-07,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1960409,IlWaddi Holdings,2,1,2024-08-12,2024-06-21,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1091823,KIRK RANDAL J,2,1,2023-01-31,2022-10-07,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1556891,O'Dell Timothy T,2,1,2024-02-14,2023-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
101984,UNIVERSAL ELECTRONICS INC,2,1,2024-02-13,2023-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1691879,"NGP XI US Holdings, L.P.",2,1,2024-02-14,2023-08-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
866368,"PS BUSINESS PARKS, INC./MD",2,1,2022-07-21,2022-04-25,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1710737,Garchik Stephen Jeffrey,2,1,2022-04-28,2022-02-01,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1855057,Hontai App Fund Limited Partnership,2,1,2024-02-08,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1684210,Pacific Alliance Group Ltd,2,1,2023-11-27,2022-05-31,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1033284,BAILLY R JEFFREY,2,1,2023-02-14,2022-04-06,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1898147,Poradosu Enrique,2,1,2024-02-01,2023-02-13,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1496540,Quad/Graphics ESOP Trust,2,1,2023-02-13,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1716918,Celularity Operations Inc.,2,1,2023-02-03,2022-02-04,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1831313,TCW ETF Trust,2,1,2024-11-14,2024-02-09,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as passive","auto-classified, single-filing filer, low priority"
1072613,"ARCH Venture Fund X, L.P.",2,1,2024-11-22,2024-02-22,SC 13D/A,LIKELY_INDIVIDUAL,EXCLUDE,,,multi-filer CIK data quality issue — skip
1083301,Terawulf Inc.,2,1,2022-10-04,2022-09-02,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1726823,"Invenire Partners, LP",2,1,2023-03-31,2023-01-23,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1366868,"Globalstar, Inc.",2,1,2022-09-12,2022-09-07,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1728797,"GV 2014, L.P.",2,1,2023-02-10,2022-02-11,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1134106,SANDS ARTHUR T,2,1,2024-11-14,2024-02-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1785668,NexWave Capital Partners LLC,2,1,2024-02-13,2023-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1940093,ATG Fund II LLC,2,1,2023-08-10,2022-08-04,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
2006920,CGI Magyar Holdings LLC,2,1,2024-11-26,2024-01-10,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1900402,"Evergreen Corp  (EVGR, EVGRU, EVGRW)",2,1,2024-11-14,2024-02-13,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1846226,Virgin Group Acquisition Sponsor II LLC,2,1,2022-09-01,2022-06-27,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1888522,"Cycle Capital Fund III, L.P.",2,1,2024-02-14,2023-03-29,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1478069,CONTRAFECT Corp,2,1,2022-09-09,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1811289,Churchill Sponsor IV LLC,2,1,2024-02-14,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1078819,PARKER DAVID R & JACQUELINE F,2,1,2024-03-01,2022-11-14,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1566610,"Verb Technology Company, Inc.",2,1,2023-02-13,2022-05-06,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1758866,"ADAR1 Partners, LP",2,2,2024-04-05,2024-01-31,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1829126,Carl DeSantis,2,1,2023-02-15,2022-02-15,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1433195,Appfolio Inc,2,1,2024-11-14,2024-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1439127,Nord Jane B,2,1,2023-01-11,2022-01-14,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1882604,Goldstein Adam D,2,1,2024-11-18,2022-06-28,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1781753,"Youdao, Inc.",2,1,2023-02-09,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1556727,First Northwest Bancorp,2,1,2023-02-06,2022-02-07,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1665159,Ocho Investments LLC,2,1,2024-09-16,2024-08-16,SC 13D/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1530979,Jessica Warren,2,1,2023-02-16,2022-02-11,SC 13G,INSTITUTION,INDIVIDUAL,,,
1739641,"Foundry Group Next 2018, L.P.",2,1,2023-02-13,2022-02-14,SC 13G/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1909014,Lin Yaona,2,1,2024-02-01,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1628280,IDENTIFICATION NO. OF ABOVE PERSONS (ENTITIES ONLY) Universo Online S.A. ( UOL ),2,1,2023-02-13,2022-02-14,SC 13G/A,INSTITUTION,EXCLUDE,,,multi-filer CIK data quality issue — skip
1079093,SLAINE MASON P,2,1,2023-02-02,2022-09-23,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1427361,GRUPO ROMERO,2,1,2023-02-14,2022-02-11,SC 13G/A,INSTITUTION,INDIVIDUAL,,,
1904083,Spiegel Jeffrey O.,2,1,2022-03-10,2022-01-18,SC 13D/A,INSTITUTION,INDIVIDUAL,,,
1810546,"Eastern Bankshares, Inc.",2,1,2023-02-06,2022-02-10,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1852407,Fintech Ecosystem Development Corp.,2,1,2024-02-13,2022-02-14,SC 13G,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1853317,SEMR Holdings Ltd.,2,1,2024-10-10,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
927066,"Cheshire MD Holdings, LLC",2,1,2024-02-14,2022-02-11,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as active","auto-classified, single-filing filer, low priority"
1158172,"COMSCORE, INC.",2,1,2024-07-26,2023-05-23,SC 13D/A,LIKELY_INDIVIDUAL,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
1681087,"AVROBIO, Inc.",2,1,2022-05-10,2022-02-14,SC 13G/A,INSTITUTION,NEW_ENTITY,,"create entity, classify as strategic","auto-classified, single-filing filer, low priority"
