investor_name,ciks,positions,aum_mm,total_shares
"Traction Financial Partners, LLC",1,58,168.7,2565738
Prime Buchholz LLC,1,20,168.4,2371872
"South Plains Financial, Inc.",1,245,168.1,1362113
"Dynamic Wealth Strategies, LLC",1,245,168.0,2018166
"Blue Investment Opportunities, LLC - Project Breeze Series 1",1,1,167.8,8698038
"Cria, Inc.",1,2,167.7,4491661
TB Capital Gestao de Recursos Ltda.,1,14,167.7,2503639
"HF Capital, LLC",1,4,167.7,15675182
Peak XV Partners Operations LLC,1,1,167.6,8182822
"Tenzing Global Management, LLC",1,14,167.1,5307950
"Thompson Davis & Co., Inc.",1,142,167.0,4394874
"Instrumental Wealth, LLC",1,69,166.8,2231906
Investidor Profissional Gestao de Recursos Ltda.,1,16,166.7,408225
Shotwell Rutter Baer Inc,1,38,166.5,2442594
"H&F Corporate Investors VIII, Ltd.",1,1,166.2,3887858
"Jericho Financial, LLP",1,40,166.0,805337
Whitebark Investors LP,1,9,166.0,9480348
W.H. Cornerstone Investments Inc.,1,112,165.9,1781624
Castlefield Investment Partners LLP,1,32,165.8,46978
Kintayl Capital LP,1,42,165.6,4857297
StoryOne LLC,1,68,165.4,0
"Seros Financial, LLC",1,54,165.3,2998250
"Addis & Hill, Inc",1,27,165.1,1425986
"Fearless Solutions, LLC dba Best Invest",1,111,165.1,2689083
United Financial Planning Group LLC,1,463,164.8,1541998
Marcho Partners LLP,1,5,164.7,5467608
Basepoint Wealth LLC,1,566,164.6,3693107
"Pandora Wealth, Inc.",1,215,164.6,1722226
"Xxi Wealth, LLC",1,176,164.5,1118839
Baring Financial LLC,1,69,164.3,1784840
"Reyes Financial Architecture, Inc.",1,367,164.2,1566720
"FSA Investment Group, LLC",1,36,164.0,4224440
"M3 Advisory Group, LLC",1,137,164.0,1151052
Systrade AG,1,13,163.9,3074674
"Alpha Financial Partners, LLC",1,90,163.8,1430254
"Crescent Park Management, L.P.",1,27,163.6,4563934
Pingora Partners LLC,1,196,163.5,7398613
Pearl Planning LLC,1,50,163.5,1520624
"Widmann Financial Services, Inc.",1,111,163.5,1512916
"Eliot Finkel Investment Counsel, LLC",1,33,163.3,1575817
"Fort Henry Capital, LLC",1,16,163.2,1632970
"Camelot Portfolios, LLC",1,507,163.2,4641613
Elefante Mark B,1,52,163.2,966345
Obsido Oy,1,18,162.8,1760648
Live Oak Investment Partners,1,79,162.7,2581598
Brewster Financial Planning LLC,1,26,162.7,1492560
ZynergyRetirementPlanningLLC,1,26,162.5,4817334
"Livet Wealth, LLC",1,114,162.3,3348884
"Gould Capital, LLC",1,189,162.3,2350643
Warner Group LLC,1,68,162.3,1617851
"Axecap Investments, LLC",1,73,162.1,1336898
"Syntax Research, Inc.",1,169,162.1,1291306
Old Peak Finance LLC,1,85,162.0,2574384
"Ti-Trust, Inc",1,128,162.0,1697484
"Financial Harvest, LLC",1,61,162.0,3490234
"Alpha Wealth Funds, LLC",1,46,161.7,1883164
22C Capital LLC,1,1,161.6,3202267
"Manuka Financial, LLC",1,56,161.1,1460839
Rayburn West Financial Services LLC,1,77,160.9,1458502
Cox Capital Mgt LLC,1,59,160.8,2563333
BFI Infinity Ltd.,1,47,160.7,2134579
"New Mountain Capital, L.L.C.",1,1,160.4,14000000
Cyr Financial Inc.,1,51,160.4,2925772
"Sterling Manor Financial, LLC",1,30,160.3,3190908
"Pacific Park Financial, Inc.",1,74,160.2,2276067
Rubicon Founders LLC,1,2,160.2,11589645
Flywheel Private Wealth LLC,1,82,160.2,1213623
Rare Wolf Capital LLC,1,120,160.1,1739162
General Equity Holdings LP,1,10,160.0,3411745
Ballast Rock Private Wealth LLC,1,154,160.0,2383136
"Patrick M Sweeney & Associates, Inc",1,157,159.9,1190496
"Blackston Financial Advisory Group, LLC",1,96,159.9,1019186
Graphene Investments SAS,1,43,159.5,1704400
"Holcombe Financial, Inc.",1,40,159.3,3529348
"Rochester Wealth Strategies, LLC",1,24,159.3,2122593
"Mustard Seed Financial, LLC",1,86,159.1,2092792
Scientech Research LLC,1,428,159.0,8832511
TOWER TRUST & INVESTMENT Co,1,200,158.9,1075930
"GEN Financial Management, INC.",1,45,158.8,2810265
XY Capital Ltd,1,126,158.8,3326654
Coastline Complete Wealth LLC,1,44,158.8,2426688
"Gentry Private Wealth, LLC",1,91,158.7,1339483
Southern Capital Services Inc /adv,1,25,158.7,2617185
"ELCO Management Co., LLC",1,102,158.6,2721978
"Pathfinder Wealth Consulting, Inc.",1,159,158.4,1545796
Retirement Wealth Solutions LLC,1,733,158.2,1605179
"Argosy-Lionbridge Management, LLC",1,14,158.2,6308603
"Strategent Financial, LLC",1,40,158.0,1908240
Niatross Investments Ltd,1,1,158.0,8326995
"H Partners Management, LLC",1,3,157.9,8050000
Greycroft LP,1,11,157.8,11553793
"Vannoy Advisory Group, Inc.",1,29,157.8,3416741
"Richmond Brothers, Inc.",1,35,157.2,1981913
Emory University,1,7,157.1,3216178
"FWG Investments, LLC.",1,80,157.0,2582170
Redwood Financial Network Corp,1,171,156.9,2535662
"LFG Wealth Partners, LLC",1,76,156.9,2162057
Atala Financial Inc,1,112,156.8,2344859
Fidato Wealth LLC,1,15,156.5,981349
"Breakthru Advisory Services, LLC",1,59,156.5,2779015
"Atlantic Private Wealth, LLC",1,359,156.4,2176241
"Avory & Company, LLC",1,34,156.3,4339984
"LifeSteps Financial, Inc.",1,87,156.3,1116188
"Cultivar Capital, Inc.",1,41,156.2,3099606
"Schulz Wealth, LTD.",1,42,156.1,3335514
Code Waechter LLC,1,107,155.7,2828784
"Bridger Management, LLC",1,23,155.5,3596284
SLT Holdings LLC,1,127,155.4,6756442
"Dba Trading, LLC",1,36,155.4,5092036
State of Wisconsin - Board of Commissioners of Public Lands,1,4,154.7,16783926
Financially Speaking Inc,1,134,154.6,25654741
Petiole USA ltd,1,30,154.3,5040121
"J.E. Simmons & Co., P.C.",1,65,154.3,2642720
Income Insurance Ltd,1,157,154.2,840723
"Equity Wealth Partners, LLC",1,77,154.2,1601119
Rareview Capital LLC,1,27,154.2,8502752
"Emergence GP Partners, LLC",1,4,154.1,5248379
Capstone Capital LLC,1,19,153.9,3834845
Central Asset Investments & Management Holdings (HK) Ltd,1,39,153.8,4365982
Chico Wealth RIA,1,33,153.5,3720974
Climber Capital SA,1,53,153.5,2101329
Wright Wealth LLC,1,55,153.4,3379564
"Verus Advisory, Inc.",1,7,153.2,972668
Advaya LLP,1,6,153.1,1687614
Lighthouse Financial LLC,1,71,153.0,1412530
L1 Global Manager Pty Ltd,1,41,152.8,17993755
"Caitlin John, LLC",1,848,152.7,2626697
"Diversified Investment Strategies, LLC",1,48,152.5,3384155
Sharp Capital Gestora de Recursos Ltda.,1,3,152.5,12494758
"Disciplined Investors, L.L.C.",1,120,152.4,2229692
"Leigh Baldwin & Co., LLC",1,151,152.1,2065986
Albert D Mason Inc,1,104,151.9,5448435
"Travelers Companies, Inc.",1,3,151.9,7344449
Wealthgarden F.S. LLC,1,123,151.7,2344946
"Factorial Partners, LLC",1,61,151.4,3208309
"Vista Finance, LLC",1,48,151.2,4204521
"Comprehensive Financial Planning, Inc./PA",1,372,151.2,1609186
Caspian Capital LP,1,10,151.2,18960596
Ndwm LLC,1,32,151.1,846554
"Versant Venture Management, LLC",1,7,151.1,11534330
"Accredited Investor Services, LLC",1,62,150.9,2979424
"Fairscale Capital, LLC",1,413,150.8,918441
Lansing Management LP,1,13,150.5,1890449
"Daventry Group, LP",1,7,150.4,2235301
Arini Captial Management Ltd,1,3,150.3,16823943
Kuhn & Co Investment Counsel,1,140,150.1,1838631
Settian Capital LP,1,25,150.0,1120515
"DMC Group, LLC",1,144,149.9,1921415
"Cascade Investment Group, Inc.",1,131,149.8,1880238
"Charter Research & Investment Group, Inc.",1,83,149.7,993673
Evansbrook LLC,1,111,149.5,955547
"Chan Zuckerberg Initiative, LLC",1,3,149.1,1902061
CPR Investments Inc.,1,40,149.0,1815928
Aspetuck Financial Management LLC,1,73,148.9,1839698
"Darwins River Capital, LP",1,23,148.9,2232554
"Latash Investments, LLC",1,18,148.9,1758207
Future Financial Wealth Managment LLC,1,118,148.6,2636042
"Trv Gp VI, LLC",1,3,148.5,5375051
Strong Retirement Solutions LLC,1,82,148.4,1717085
Twin Lions Management LLC,1,8,148.3,2178579
Clark Wealth Partners,1,528,148.2,2682387
Alamea Verwaltungs GmbH,1,84,148.2,1381831
Zeit Capital LLC,1,27,148.2,1298498
MFA Wealth Services,1,109,148.0,1667986
Brightwater Advisory LLC,1,57,148.0,2963764
"Bruce G. Allen Investments, LLC",1,1036,147.8,2534422
Ellerson Group Inc /adv,1,53,147.8,1018255
Dynamo Internacional Gestao de Recursos Ltda.,1,3,147.8,9190822
"CBM Financial, LLC",1,16,147.2,1617387
"M.E. Allison & Co., Inc.",1,174,147.2,2223951
Tsai Capital Corp,1,20,146.9,1857233
Palliser Capital (UK) Ltd,1,5,146.8,3306071
Columbia Advisory Partners LLC,1,82,146.8,2691063
Walnut Level Capital LLC,1,30,146.7,4804060
"Paladin Wealth, LLC",1,99,146.5,1965028
Fundamenta Capital S.A.,1,10,145.9,6700665
Immersion Corp,1,7,145.9,20368344
Avant Capital LLC,1,74,145.7,2038213
Dentgroup LLC,1,85,145.6,1971465
M37 Management LP,1,12,145.5,1460000
Persistent Asset Partners Ltd,1,177,145.5,5650064
"Hunting Hill Global Capital, LLC",1,74,145.3,18334375
"Integrated Financial Solutions, Inc.",1,25,145.1,749866
"9823 Capital, L.P.",1,53,145.1,1441223
"Clark & Stuart, Inc",1,51,145.1,1363950
"Es4, LLC",1,24,145.1,2373490
Seek First Inc.,1,56,145.1,2797609
Comprehensive Money Management Services LLC,1,157,145.0,3792700
Penbrook Management LLC,1,94,145.0,4822758
Ecofi Investissements SA,1,35,144.9,1093300
Accordant Advisory Group Inc,1,164,144.9,7818870
"Amara Financial, LLC.",1,43,144.4,1453352
Compass Planning Associates Inc,1,28,144.4,1390119
"Ridgeline Wealth, LLC",1,46,144.2,2045103
"Impact Investors, Inc",1,85,144.2,2429752
"Cornerstone Wealth Partners, LLC",1,18,144.1,1936168
"Cathy Pareto & Associates, Inc",1,89,144.1,2385133
Occam Crest Management LP,1,24,144.0,17229346
Dahring | Cusmano LLC,1,45,143.8,3313779
Aspire Growth Partners LLC,1,121,143.6,1308514
"Opinicus Capital, Inc.",1,99,143.4,947726
"Phil A. Younker & Associates, Ltd.",1,33,143.4,4560180
"Durante & Waters, LLC",1,32,143.4,1128970
"bLong Financial, LLC",1,73,143.2,1475926
Copos Capital S.a r.l.,1,44,143.2,495680
"Magnolia Private Wealth, LLC",1,107,143.1,2562543
"Roger Wittlin Investment Advisory, LLC",1,39,143.0,1351206
"Yorktown Energy Partners XI, L.P.",1,4,142.9,9602880
"SwitchPoint Financial Planning, LLC",1,60,142.8,2755636
Brown University,1,9,142.6,10153579
"Tme Financial, Inc.",1,70,142.4,1868008
"Asset Planning,Inc",1,271,142.3,870796
Constant Guidance Financial LLC,1,43,142.2,661919
"Hopwood Financial Services, Inc.",1,89,142.0,1699552
Ibex Investors LLC,1,12,142.0,6363853
Visa Foundation,1,1,141.9,1172735
S. R. Schill & Associates,1,25,141.6,2497632
"Sound Financial Strategies Group, LLC",1,96,141.6,2045699
Marvin & Palmer Associates Inc,1,26,141.6,876883
Hummer Financial Advisory Services Inc,1,112,141.5,695325
"Lykos Global Management, LP",1,34,141.4,3855000
Tableaux LLC,1,83,141.2,2313396
Piper Sandler & Co.,1,24,141.2,143858178
"Sherrill & Hutchins Financial Advisory, Inc",1,13,141.0,1680299
Hauser Brothers GmbH,1,4,140.7,3692700
Bulwark Capital Corp,1,91,140.6,2183981
"Pine Haven Investment Counsel, Inc",1,116,140.5,1084214
"Entruity Wealth, LLC",1,39,140.3,4080972
"Blue Capital, Inc.",1,79,140.3,1454146
Hoese & Co LLP,1,133,140.3,1235188
"Ridgeline Wealth Planning, LLC",1,50,140.1,2319211
Enhancing Capital LLC,1,88,139.8,1208008
Monetta Financial Services Inc,1,57,139.6,845110
Mountain Hill Investment Partners Corp.,1,204,139.6,3500427
TSG Consumer Partners LP,1,1,139.6,2279846
Turn8 Private Wealth Inc.,1,45,139.5,1196650
GordonMD Global Investments LP,1,12,139.5,13054450
Financial Life Planners,1,60,139.3,613845
"Morey & Quinn Wealth Partners, LLC",1,124,139.3,1608203
"Odyssean, LLC",1,238,139.2,4415175
Vitruvian Partners LLP,1,7,139.2,14300491
"Willner & Heller, LLC",1,154,139.1,1057558
"TFJ Management, LLC",1,9,138.9,6035146
Aflac Inc,1,2,138.7,4079486
"Leibman Financial Services, Inc.",1,50,138.5,2247027
Clayton Partners LLC,1,36,138.5,4890616
"SageOak Financial, LLC",1,25,138.2,3061096
"Slocum, Gordon & Co LLP",1,60,138.1,1754704
Towerview LLC,1,13,138.0,13052302
Grand Central Investment Group,1,42,137.8,2691855
Summit Financial Consulting LLC,1,41,137.7,2033047
Summer Road LLC,1,21,137.7,11155514
"Dean, Jacobson Financial Services, LLC",1,16,137.6,1083117
"Anson Capital, Inc.",1,77,137.4,2495298
"Welch Financial Planning, LLC",1,41,137.3,2557653
Innovative Wealth Building LLC,1,60,137.2,989100
Canaan Partners XI LLC,1,3,136.8,7431628
"Nicholas Wealth, LLC.",1,76,136.7,2909924
"Cooksen Wealth, LLC",1,41,136.7,1305943
"WFA of San Diego, LLC",1,366,136.6,1625851
Morgens Waterfall Vintiadis & Co Inc,1,23,136.5,1313600
"Rik Saylor Financial, Inc.",1,80,136.5,1499899
46 Peaks LLC,1,19,136.3,2581876
"Nvest Wealth Strategies, Inc.",1,201,136.3,2426254
Cypress Advisory Group LLC,1,71,136.2,763379
"Michels Family Financial, LLC",1,131,136.1,2048045
"Haven Global Partners, LLC",1,9,136.1,3367793
"Redpoint Management, LLC",1,3,136.1,9117499
Axos Invest Inc.,1,20,136.0,2097765
Vantus Wealth LLC,1,187,135.7,1475273
Soapstone Management L.P.,1,13,135.7,3055606
Wallace Hart LLC,1,58,135.7,372427
"B Group, Inc.",1,15,135.4,16111118
"Platt Investment Counsel, LLC",1,12,135.3,1215180
CVS HEALTH Corp,1,9,135.3,841398
"EMG Holdings, L.P.",1,24,135.2,4107927
Kampmann Melissa S.,1,41,135.2,764236
"Total Wealth Planning & Management, Inc.",1,172,134.9,2817597
"Dalton Investments, Inc.",1,16,134.8,4345257
"Lauer Wealth, LLC",1,52,134.7,2873567
Entrust Financial LLC,1,403,134.6,1878517
Creek Drive Management Group LLC,1,34,134.4,14360311
Farley Capital L.P.,1,16,134.3,588791
"Lubar & Co., Inc",1,3,134.2,6748024
Eddie Patel Inc,1,94,134.2,2009021
Bayforest Capital Ltd,1,749,134.2,3605364
"Gratia Capital, LLC",1,27,134.1,19029182
"Worldly Partners Management, LLC",1,2,134.1,2411970
Triveni Capital Investments LP,1,15,134.1,1941960
"Josh Arnold Investment Consultant, LLC",1,14,134.0,3370215
First Community Trust NA,1,337,134.0,833422
Hudson Executive Capital LP,1,2,134.0,20611294
Bonfire Financial,1,58,133.9,1267762
Privium Fund Management (UK) Ltd,1,7,133.9,1370829
White & Co Financial Planning Inc,1,17,133.8,4535021
Themes Management Co LLC,1,130,133.8,5212370
"Burr Financial Services, LLC",1,26,133.7,723313
"Planwiser Financial, LLC",1,46,133.7,1955816
"Grizzlyrock Capital, LLC",1,20,133.6,11118024
Value Base Ltd.,1,8,133.5,37594774
"Intrinsic Value Partners, LLC",1,68,133.3,936856
Raffles Associates LP,1,43,133.3,24351015
Collier Financial,1,120,133.1,2972363
"Joel Adams & Associates, Inc.",1,60,133.0,1476712
"Legacy Advisory Services, LLC",1,50,133.0,1221029
"Lexington Hill Partners, LLC",1,64,133.0,1327348
Farnam Financial LLC,1,50,132.9,3139747
"Williams & Novak, LLC",1,126,132.8,6721491
Somerset Group LLC,1,59,132.7,1032597
"Sunrise Financial Services, LLC",1,499,132.7,2206038
Stanich Group LLC,1,47,132.6,1436321
"Fairway Financial, LLC",1,22,132.5,2719311
"Twin City Private Wealth, LLC",1,92,132.2,1530519
Katamaran Capital LLP,1,32,132.1,793365
Rexford Capital Inc,1,264,132.0,1368711
"Fifth Lane Capital, LP",1,77,131.9,6946836
"Bislett Management, LLC",1,16,131.8,2687398
"McAlister, Sweet & Associates, Inc.",1,24,131.7,732298
CFC Planning Co LLC,1,69,131.7,1054359
"Cogent Private Wealth, Inc.",1,95,131.3,2033422
"John S. & James L. Knight Foundation, Inc.",1,3,131.1,1008808
"VUB Generali dochodkova spravcovska spolocnost, a.s.",1,94,130.6,663002
"Life Planning Partners, Inc",1,65,130.6,1525473
"PUREfi Wealth, LLC",1,161,130.5,1071061
"Fjell Capital, LLC",1,62,130.4,1361285
"LifePlan Financial, LLC",1,86,130.4,2144450
"Carbahal Olsen Financial Services Group, LLC",1,42,130.3,773397
University of Pittsburgh - Of the Commonwealth System of Higher Education,1,2,130.2,1934870
"DBK Financial Counsel, LLC",1,59,130.2,1554930
"Vested Financial Planning, LLC",1,29,129.9,2583882
Centerpoint Advisory Group,1,104,129.8,1521283
BXM Wealth LLC,1,126,129.7,5200115
"ATX Financial Planning, LLC",1,65,129.7,2327780
"Stolz & Associates, Ps",1,29,129.6,2698194
"Clifford Group, LLC",1,75,129.5,618756
K2 Financial Inc.,1,56,129.4,2771763
Diker Management LLC,1,39,129.3,1273470
Miramar Fiduciary Corp,1,4,129.3,4608968
SALT Holding Corp.,1,18,129.1,6037638
Concorde Financial Corp,1,25,129.0,1385314
Trium Capital LLP,1,43,128.9,7912377
Finward Bancorp,1,104,128.8,1144248
"Rahlfs Capital, LLC",1,82,128.8,1504207
Daytona Street Capital LLC,1,267,128.7,6662901
Clear Retirement Advice LLC,1,53,128.6,2103367
John & Kathleen Schreiber Foundation,1,4,128.5,1473482
LTG Capital LLC,1,25,128.3,1324876
"Rydar Equities, Inc.",1,89,128.3,894099
"Momentum Wealth Planning, LLC",1,40,128.2,788060
"Richard Young Associates, Ltd.",1,24,128.1,2155443
"SBI Holdings USA, Inc.",1,1,128.0,1614000
"Williamson Legacy Group, LLC",1,87,127.9,1205474
Makaira Partners LLC,1,11,127.9,1656583
"Lalia Capital, LLC",1,7,127.7,7297387
"Reliant Investment Partners, LLC",1,104,127.4,931716
"ASL Financial, LLC",1,92,127.3,1159069
Steadtrust LLC,1,100,127.3,3761132
Outfitters Financial LLC,1,75,127.1,1973700
180 GPS Investments IC Ltd,1,19,126.5,214201
"Dauntless Investment Group, LLC",1,60,125.9,14906991
"Kennon-Green & Company, LLC",1,38,125.9,1181562
"Journey Beyond Wealth, LLC",1,31,125.7,1130141
Morangie Management LLC,1,33,125.7,1312392
BluePrint Investing LLC,1,25,125.6,1842277
"Northstar Financial Companies, Inc.",1,113,125.6,1024274
Accel Growth Fund V Associates L.L.C.,1,2,125.5,9158990
Covalis (Gibraltar) Ltd,1,4,125.5,8051100
"Fox Financial, Inc",1,12,125.4,1228456
Yunqi Capital Ltd,1,6,125.4,16275268
"SCF Partners, Inc.",1,1,125.1,7991677
Yorktown Management & Research Co Inc,1,210,125.1,2024897
Steel Partners Holdings L.P.,1,9,125.1,11050799
Bey-Douglas LLC,1,41,124.8,520288
Medici Capital LLC,1,8,124.8,4865657
Coquina Private Wealth LLC,1,85,124.8,1321036
Paller Financial Services Inc,1,35,124.7,2924213
"Eclipse Operations, LLC",1,1,124.7,7700835
Phillips Wealth Planners LLC,1,180,124.6,950293
Sun Group Wealth Partners,1,61,124.6,663363
JM2 Capital Inc.,1,109,124.4,967116
14B Captial Management LP,1,17,124.4,2180098
Mallini Complete Financial Planning LLC,1,60,124.4,1822763
"Sincerus Advisory, LLC",1,71,124.4,1198365
"Rhl Group, LLC",1,202,124.4,1362482
"Barnett & Company, Inc.",1,79,124.2,2614987
"Bauman Advisory Group, LLC",1,50,124.1,1770684
NCP Inc.,1,156,124.0,925208
Robert Wood Johnson Foundation,1,2,123.9,5195148
Integras Partners LLC,1,63,123.8,1778229
"Orvieto Partners, L.P.",1,37,123.6,5268310
Tenzing Financial LLC,1,65,123.2,2398937
Laurus Global Equity Management Inc.,1,43,122.8,1037741
HCEP Management Ltd,1,3,122.6,2057705
Mh & Associates Securities Management Corp /adv,1,92,122.5,2626612
"SCP Investment, LP",1,38,122.4,2750226
"Chung Wu Investment Group, LLC",1,235,122.3,1337376
"marrick wealth, LLC",1,54,122.2,2483363
Hingham Institution for Savings,1,12,122.0,624517
Pekao Towarzystwo Funduszy Inwestycyjnych S.A.,1,78,122.0,1109651
"Storgate, LLC",1,144,121.7,1910282
"Geremia Financial Services, LLC",1,10,121.2,1244093
"True Blue Financial, LLC",1,47,121.1,2918603
TrueWealth Financial Partners,1,46,121.1,2921643
"Shepherd Kaplan Krochuk, LLC",1,59,121.1,2328267
"Midwestern Financial, LLC /IA",1,50,120.9,1418513
"Mueller Wealth, LLC",1,15,120.8,2273762
"Sierra Ocean, LLC",1,61,120.8,1799510
"NDVR, Inc.",1,120,120.5,1299500
"Rangeley Capital, LLC",1,85,120.4,13064251
Linden Rose Investment LLC,1,7,120.3,530816
URS Advisory LLC,1,44,120.3,1393057
"Alexander Randolph Advisory, Inc.",1,49,120.3,4620111
Golden Bell Financial Planning LLC,1,34,120.1,2248976
Semitam Bonam LLC,1,47,120.1,1876529
Womack Financial LLC,1,63,120.1,2694425
"Parsonex Advisory Services, Inc.",1,94,119.9,1205298
"Saber Capital Managment, LLC",1,28,119.8,5900411
Mishpacha Holdings Corp,1,11,119.7,873744
Cdkv Holdings LLC,1,266,119.5,1948435
"R.H. Investment Group, LLC",1,33,119.4,808232
"Boyce & Associates Wealth Consulting, Inc.",1,71,119.3,2314869
"Wulff, Hansen & Co.",1,99,119.2,1089063
"Ridge Creek Global, Inc",1,85,119.2,1026519
Emissary Wealth LLC,1,56,119.0,1690761
Santa Clara Valley Transportation Authority,1,4,119.0,2097054
University of Wisconsin Foundation,1,6,118.9,4103699
Evergreen Wealth Partners LLC,1,76,118.7,2035182
"CM Management, LLC",1,58,118.6,18423300
Tandem Investment Partners LLC,1,67,118.6,1201069
Stewardship Concepts Financial Services LLC,1,52,118.6,2779234
Post Resch Tallon Group Inc.,1,102,118.4,2602066
Clarity Wealth Development LLC,1,45,118.2,2332166
Clarendon Private LLC,1,101,118.0,853588
"Fortitude Financial, LLC",1,37,117.8,1791659
"Luts & Greenleigh Group, Inc.",1,85,117.7,762449
Agman Capital LLC,1,18,117.6,2630343
Peapod Lane Capital LLC,1,48,117.5,21078675
"Donalies Financial Planning, LLC",1,70,117.4,1661953
H&H Retirement Design & Management INC,1,35,117.4,1520491
"GPS Wealth Strategies Group, LLC",1,543,117.4,1408444
"Flight Deck Capital, LP",1,11,117.3,2691515
"Heights Point Management, LP",1,19,117.2,3710463
Nano Cap New Millennium Growth Fund L P,1,147,117.2,16852914
"Propel Bio Management, LLC",1,18,117.1,15538534
Asset Value Investors Ltd,1,3,117.1,4467503
"RD Lewis Holdings, Inc.",1,88,117.1,845766
"Harbor Asset Planning, Inc.",1,405,117.0,1564009
Sparta 24 Ltd.,1,7,116.9,8907261
"APS Management Group, Inc.",1,65,116.8,2466666
Chatterton & Associates Inc.,1,78,116.8,1491953
"AG Asset Advisory, LLC",1,25,116.7,1177863
"Kelsey Financial, LLC",1,61,116.4,911710
Hudson Portfolio Management LLC,1,104,116.1,1717516
"North Capital, Inc.",1,84,116.0,1505674
"Sherwood Financial Partners, LLC",1,8,116.0,3361464
Sellaronda Global Management LP,1,8,115.7,1108100
PARK CIRCLE Co,1,47,115.6,1400396
"Institutional Venture Management Xv, LLC",1,3,115.5,2892072
OV Management LLC,1,55,115.5,4091203
"Godfrey Financial Associates, Inc.",1,1032,115.3,1206357
North Horizon Holdings Inc.,1,1,115.3,169115
"Frankly Finances, LLC",1,60,115.2,1631841
"WealthPoint Financial, LLC",1,110,114.9,1830656
"BLVD Private Wealth, LLC",1,57,114.9,1601012
Schaeffer Financial LLC,1,21,114.6,2870258
PSP Research LLC,1,83,114.4,1927858
"Mercato Partners Growth III Gp, LLC",1,1,114.4,6168022
"Financial Planning Fort Collins, LLC",1,27,113.9,1838047
"Alan B Lancz & Associates, Inc.",1,128,113.8,1015423
"Legacy Solutions, LLC",1,71,113.8,1657776
"Safe Harbor Family Capital, LLC",1,50,113.8,1089499
Powerhouse Assets LLC,1,54,113.7,910352
"Clarity Retirement & Wealth, LLC",1,25,113.6,2505113
"CrossGen Wealth, LLC",1,195,113.5,672839
"Gallo Partners, LP",1,35,113.4,951548
"Forefront Analytics, LLC",1,37,113.3,1740058
"Safe Harbor Fiduciary, LLC",1,208,113.2,954722
"Dara Capital US, Inc.",1,116,113.0,677363
"NewCorp Financial Services, Inc.",1,37,112.9,1876451
Karl Kapital LLC,1,18,112.8,3797574
"Stirlingshire Investments, Inc.",1,159,112.7,1999442
"RM Financial Services, LLC",1,71,112.7,1845415
Investment Advisory Services Group LLC,1,31,112.7,1266083
First Growth Capital LLC,1,112,112.6,1213837
"DB Fitzpatrick & Co, Inc",1,89,112.5,849530
"Bolthouse Investments, LLC",1,69,112.5,1046861
Figure 8 Investment Strategies LLC,1,56,112.3,912846
Stone Wealth Partners,1,67,112.3,855663
"BG Investment Services, Inc.",1,41,112.2,1642322
"Windsor Advisory Group, LLC",1,77,112.0,1502642
"Dougherty & Associates, LLC",1,54,111.9,1079896
Tannin Capital LLC,1,134,111.8,851997
"Quest 10 Wealth Builders, Inc.",1,726,111.8,1453688
Nan Fung Group Holdings Ltd,1,25,111.7,7395662
"Guardian Capital, LLC",1,84,111.7,763850
Advocate Investing Services LLC,1,429,111.6,2009482
"Capital Developers, LLC",1,48,111.6,1299195
"Aldebaran Capital, LLC",1,29,111.5,4583737
Roxbury Financial LLC,1,347,111.4,981717
Moneda S.A. Administradora General de Fondos,1,30,111.3,2104191
Drystone LLC,1,17,111.2,1047212
Investors Portfolio Services LLC,1,410,111.0,1465159
"Avise Financial Cooperative, Inc.",1,83,111.0,1800888
Prosperity Bancshares Inc,1,383,110.8,1255083
"Ruggiero Investments, Inc.",1,78,110.8,771840
"Wasserstein Debt Opportunities Management, L.P.",1,1,110.7,5573398
"Miller Global Investments, LLC",1,221,110.5,3400687
Lane Generational LLC,1,29,110.4,6396445
"Prairieview Wealth Partners, LLC",1,30,110.2,970031
HS Investments IV Ltd,1,0,110.0,15224183
Graetz Wealth LLC,1,77,109.8,1130539
"Infinity Wealth Counsel, LLC",1,60,109.8,2275121
"Kitching Partners, LLC",1,39,109.6,1487625
"Strategic Financial Concepts, LLC",1,123,109.4,1653604
"Sfam, LLC",1,250,109.4,991057
SHUTTLEWORTH & Co,1,59,109.4,877879
"DRH Investments, Inc.",1,11,109.2,713114
"Keenan, LLC",1,40,109.0,149505
10Elms LLP,1,154,109.0,13892184
"Red Tree Management, LLC",1,3,109.0,6014328
"Bedminster, LLC",1,52,108.9,987423
"MSD Partners, L.P.",1,6,108.6,7209901
"Wolfstich Capital, LLC",1,16,108.5,3079283
"AWH Capital, L.P.",1,20,108.4,3881507
LB Partners LLC,1,22,108.4,9094079
J. Mark Nickell & Co.,1,26,108.3,1717737
"Winter & Associates, Inc.",1,77,108.2,1397897
Smith Thomas W,1,5,108.2,944498
"Clarion Wealth Managment Partners, LLC",1,79,108.1,1056372
Aldebaran Financial Inc.,1,77,108.1,764851
"Ponta Wealth Partners, LLC",1,114,107.3,775501
"Wheels Up Wealth, Inc.",1,25,107.3,2351622
Standard Investments LLC,1,1,107.3,2240000
"Financially in Tune, LLC",1,64,107.1,1965547
"O'Domhnaill Enterprises, Inc.",1,59,106.8,1238556
"Alliance Wealth Strategies, LLC d/b/a Brown Edwards Wealth Strategies",1,65,106.6,886790
Luma Capital S.A. - SPF,1,11,106.6,346034
